fid,DN,Area,AreaHa
9597,"1",15320.990,1.532
9598,"1",23654.973,2.365
9601,"1",45794.613,4.579
9607,"1",21045.347,2.105
9633,"1",53707.251,5.371
9634,"1",47730.975,4.773
9636,"1",34346.001,3.435
9637,"1",14479.248,1.448
9688,"1",17341.363,1.734
9691,"1",144118.121,14.412
9714,"1",35692.989,3.569
9721,"1",23570.953,2.357
9722,"1",108930.682,10.893
9753,"1",20540.413,2.054
9754,"1",15405.341,1.541
9755,"1",129134.378,12.913
9784,"1",38134.443,3.813
9809,"1",40659.954,4.066
9830,"1",40491.605,4.049
9848,"1",13469.182,1.347
9850,"1",371993.894,37.199
9869,"1",37713.696,3.771
9870,"1",42259.631,4.226
9871,"1",103291.763,10.329
9872,"1",835400.765,83.540
9876,"1",10943.711,1.094
9880,"1",65241.435,6.524
9906,"1",47647.223,4.765
9924,"1",96893.848,9.689
9926,"1",10607.028,1.061
10002,"1",19530.454,1.953
10008,"1",392879.387,39.288
10009,"1",30390.052,3.039
10027,"1",19614.682,1.961
10039,"1",117940.054,11.794
10040,"1",46805.724,4.681
10042,"1",31400.315,3.140
10045,"1",13974.399,1.397
10046,"1",12711.664,1.271
10047,"1",13721.883,1.372
10058,"1",47816.029,4.782
10065,"1",13048.404,1.305
10089,"1",23992.260,2.399
10120,"1",11701.522,1.170
10122,"1",23908.089,2.391
10123,"1",21214.265,2.121
10132,"1",37545.797,3.755
10150,"1",13301.009,1.330
10160,"1",123748.830,12.375
10161,"1",97568.482,9.757
10162,"1",11448.959,1.145
10163,"1",103292.805,10.329
10167,"1",25339.264,2.534
10170,"1",17005.142,1.701
10177,"1",88897.489,8.890
10205,"1",17931.165,1.793
10206,"1",29211.803,2.921
10207,"1",23992.421,2.399
10209,"1",34262.839,3.426
10215,"1",15237.301,1.524
10237,"1",10607.205,1.061
10253,"1",10691.362,1.069
10346,"1",25339.457,2.534
10347,"1",71809.083,7.181
10349,"1",618157.482,61.816
10350,"1",169209.371,16.921
10375,"1",111796.501,11.180
10376,"1",19699.194,1.970
10379,"1",93865.155,9.387
10382,"1",12711.840,1.271
10423,"1",62043.911,6.204
10427,"1",166347.642,16.635
10437,"1",10944.042,1.094
10458,"1",680200.026,68.020
10461,"1",49584.703,4.958
10478,"1",150603.813,15.060
10488,"1",34010.697,3.401
10490,"1",11785.937,1.179
10495,"1",38220.095,3.822
10513,"1",131580.684,13.158
10535,"1",87552.061,8.755
10537,"1",13638.015,1.364
10543,"1",417301.300,41.730
10548,"1",18436.534,1.844
10580,"1",47817.154,4.782
10596,"1",13469.679,1.347
10597,"1",95044.938,9.504
10626,"1",19110.119,1.911
10647,"1",15490.161,1.549
10652,"1",23487.801,2.349
10653,"1",32495.663,3.250
10655,"1",23235.273,2.324
10656,"1",21972.483,2.197
10664,"1",285583295.100,28558.330
10675,"1",10775.784,1.078
10699,"1",16753.009,1.675
10700,"1",3170327.570,317.033
10701,"1",50764.038,5.076
10702,"1",21635.797,2.164
10718,"1",2457475.823,245.748
10745,"1",25003.272,2.500
10747,"1",11954.441,1.195
10762,"1",15995.361,1.600
10783,"1",99928.730,9.993
10786,"1",13554.022,1.355
10788,"1",13133.083,1.313
10794,"1",16500.551,1.650
10795,"1",259290.659,25.929
10834,"1",66086.086,6.609
10835,"1",2094766.102,209.477
10836,"1",161299.859,16.130
10837,"1",43861.145,4.386
10842,"1",12291.225,1.229
10885,"1",20794.059,2.079
10886,"1",1107271.426,110.727
10889,"1",61624.354,6.162
10891,"1",261228.053,26.123
10896,"1",41335.560,4.134
10897,"1",14143.376,1.414
10904,"1",12207.087,1.221
10942,"1",22309.527,2.231
10943,"1",11786.163,1.179
10944,"1",12543.857,1.254
10945,"1",16921.563,1.692
10982,"1",50932.987,5.093
10984,"1",10270.817,1.027
10985,"1",30054.754,3.005
10987,"1",15153.670,1.515
11027,"1",94036.248,9.404
11028,"1",261818.619,26.182
11029,"1",15237.874,1.524
11030,"1",19783.974,1.978
11073,"1",257273.500,25.727
11080,"1",12459.742,1.246
11088,"1",23656.608,2.366
11101,"1",21299.420,2.130
11123,"1",40073.263,4.007
11125,"1",12459.800,1.246
11175,"1",35779.803,3.578
11179,"1",30055.075,3.006
11213,"1",25172.204,2.517
11221,"1",1108728.090,110.873
11223,"1",17258.571,1.726
11226,"1",75685.009,7.569
11227,"1",242627.175,24.263
11229,"1",49839.204,4.984
11232,"1",16500.870,1.650
11257,"1",25424.763,2.542
11259,"1",79389.192,7.939
11271,"1",12291.496,1.229
11287,"1",19952.580,1.995
11303,"1",54301.420,5.430
11304,"1",37379.593,3.738
11305,"1",715079.983,71.508
11310,"1",67687.256,6.769
11335,"1",10102.619,1.010
11338,"1",121483.188,12.148
11339,"1",15153.933,1.515
11340,"1",43272.803,4.327
11341,"1",20541.970,2.054
11342,"1",15574.843,1.557
11345,"1",41504.949,4.150
11352,"1",265610.394,26.561
11366,"1",26014.268,2.601
11369,"1",19279.229,1.928
11370,"1",27024.577,2.702
11371,"1",37295.538,3.730
11374,"1",11197.099,1.120
11381,"1",12375.750,1.238
11412,"1",137227.595,13.723
11414,"1",160293.736,16.029
11415,"1",10692.015,1.069
11421,"1",38979.445,3.898
11426,"1",177804.156,17.780
11460,"1",811641.332,81.164
11461,"1",12965.125,1.297
11465,"1",217121.724,21.712
11468,"1",98500.913,9.850
11491,"1",13049.321,1.305
11492,"1",16164.335,1.616
11495,"1",195149.029,19.515
11526,"1",22310.192,2.231
11529,"1",29213.641,2.921
11545,"1",16416.920,1.642
11563,"1",23404.679,2.340
11564,"1",13133.576,1.313
11566,"1",82505.376,8.251
11567,"1",446276.579,44.628
11569,"1",28708.591,2.871
11596,"1",363523.584,36.352
11616,"1",59353.706,5.935
11652,"1",11365.647,1.137
11692,"1",34770.392,3.477
11694,"1",14564.900,1.456
11709,"1",26351.564,2.635
11710,"1",215777.590,21.578
11711,"1",67183.630,6.718
11713,"1",584020.943,58.402
11721,"1",68698.878,6.870
11726,"1",10018.654,1.002
11734,"1",18858.613,1.886
11748,"1",331452.428,33.145
11749,"1",1470925.618,147.093
11750,"1",35780.887,3.578
11752,"1",423212.626,42.321
11753,"1",15575.258,1.558
11754,"1",25762.188,2.576
11755,"1",13217.893,1.322
11783,"1",31066.246,3.107
11799,"1",4703548.451,470.355
11800,"1",59354.189,5.935
11801,"1",15996.207,1.600
11802,"1",226975.437,22.698
11843,"1",624083.609,62.408
11844,"1",456898.848,45.690
11846,"1",244316.678,24.432
11849,"1",10102.906,1.010
11878,"1",109026.982,10.903
11879,"1",14985.969,1.499
11880,"1",10944.817,1.094
11883,"1",28709.133,2.871
11884,"1",31824.043,3.182
11887,"1",15743.727,1.574
11888,"1",40579.823,4.058
11890,"1",707604.696,70.760
11891,"1",41927.095,4.193
11895,"1",12881.220,1.288
11904,"1",20542.611,2.054
11912,"1",13554.752,1.355
11988,"1",63901.001,6.390
11989,"1",16838.213,1.684
12030,"1",39822.489,3.982
12031,"1",44368.787,4.437
12036,"1",14986.064,1.499
12047,"1",21300.458,2.130
12078,"1",11450.056,1.145
12081,"1",31235.075,3.124
12084,"1",26520.319,2.652
12085,"1",62638.437,6.264
12087,"1",42432.542,4.243
12088,"1",1659096.172,165.910
12091,"1",11702.632,1.170
12114,"1",31403.438,3.140
12115,"1",63480.276,6.348
12117,"1",67689.850,6.769
12122,"1",12240553.790,1224.055
12155,"1",16585.813,1.659
12159,"1",90337.079,9.034
12171,"1",27867.502,2.787
12192,"1",1004897.764,100.490
12193,"1",14733.625,1.473
12196,"1",20627.066,2.063
12197,"1",40833.120,4.083
12208,"1",10439.821,1.044
12226,"1",27446.616,2.745
12231,"1",562471.456,56.247
12236,"1",38981.024,3.898
12241,"1",19953.536,1.995
12261,"1",61291.844,6.129
12276,"1",31066.996,3.107
12277,"1",19869.393,1.987
12279,"1",108439.375,10.844
12280,"1",230685.789,23.069
12283,"1",33424.336,3.342
12327,"1",42769.769,4.277
12335,"1",135885.466,13.589
12336,"1",14481.131,1.448
12344,"1",10018.941,1.002
12363,"1",26352.326,2.635
12366,"1",77204.695,7.720
12367,"1",13134.086,1.313
12369,"1",16080.822,1.608
12372,"1",15238.881,1.524
12374,"1",28793.922,2.879
12376,"1",29635.894,2.964
12377,"1",25123739.030,2512.374
12386,"1",26352.341,2.635
12387,"1",33929.673,3.393
12407,"1",11871.200,1.187
12428,"1",81498.436,8.150
12430,"1",12039.601,1.204
12432,"1",46305.879,4.631
12434,"1",15912.444,1.591
12435,"1",11197.658,1.120
12457,"1",18017.310,1.802
12468,"1",12544.768,1.254
12490,"1",15996.671,1.600
12495,"1",26520.791,2.652
12514,"1",16165.053,1.617
12537,"1",28120.471,2.812
12538,"1",12965.788,1.297
12539,"1",20206.391,2.021
12542,"1",270510.445,27.051
12543,"1",465070.958,46.507
12550,"1",12797.370,1.280
12578,"1",32161.836,3.216
12580,"1",26773.418,2.677
12581,"1",87392.596,8.739
12582,"1",11787.093,1.179
12583,"1",20711.606,2.071
12586,"1",11197.736,1.120
12591,"1",20374.841,2.037
12594,"1",88570.809,8.857
12603,"1",168468.718,16.847
12622,"1",189687.315,18.969
12623,"1",83435.604,8.344
12624,"1",11450.342,1.145
12659,"1",13807.771,1.381
12666,"1",19785.519,1.979
12690,"1",12965.874,1.297
12692,"1",17428.169,1.743
12694,"1",30562.332,3.056
12695,"1",105579.102,10.558
12696,"1",12292.348,1.229
12698,"1",179921.738,17.992
12735,"1",13639.452,1.364
12736,"1",13976.224,1.398
12737,"1",69880.765,6.988
12769,"1",662678.563,66.268
12774,"1",42517.964,4.252
12775,"1",168386.231,16.839
12776,"1",681115.156,68.112
12782,"1",19280.515,1.928
12799,"1",60451.430,6.045
12815,"1",11955.632,1.196
12817,"1",10019.164,1.002
12846,"1",19785.727,1.979
12878,"1",5332251.950,533.225
12879,"1",849421.511,84.942
12881,"1",55484.266,5.548
12882,"1",19364.845,1.936
12886,"1",108695.192,10.870
12893,"1",21469.652,2.147
12917,"1",13892.204,1.389
12918,"1",75017.415,7.502
12920,"1",73501.821,7.350
12923,"1",19364.847,1.936
12947,"1",26353.037,2.635
12982,"1",10692.803,1.069
12993,"1",16923.235,1.692
12994,"1",996859.428,99.686
12996,"1",36877.432,3.688
13012,"1",183544.467,18.354
13028,"1",11618.963,1.162
13041,"1",17091.665,1.709
13050,"1",181608.627,18.161
13051,"1",32330.987,3.233
13053,"1",10692.830,1.069
13086,"1",143552.990,14.355
13098,"1",135385.719,13.539
13099,"1",83521.814,8.352
13134,"1",20729625.730,2072.963
13135,"1",86384.721,8.638
13136,"1",11113.852,1.111
13137,"1",273549.231,27.355
13138,"1",30141.993,3.014
13162,"1",12881.975,1.288
13185,"1",31573.465,3.157
13186,"1",16249.839,1.625
13187,"1",16165.633,1.617
13188,"1",217558.894,21.756
13208,"1",13218.776,1.322
13209,"1",368098.563,36.810
13238,"1",5927548.312,592.755
13239,"1",35530.719,3.553
13240,"1",368183.230,36.818
13241,"1",19196.712,1.920
13243,"1",10019.374,1.002
13244,"1",48244.350,4.824
13283,"1",14313.371,1.431
13329,"1",13724.021,1.372
13330,"1",133366.474,13.337
13331,"1",19870.380,1.987
13332,"1",379046.932,37.905
13335,"1",29721.298,2.972
13340,"1",319941.578,31.994
13356,"1",19701.972,1.970
13370,"1",56159.094,5.616
13375,"1",109623.406,10.962
13390,"1",12461.128,1.246
13409,"1",34268.054,3.427
13413,"1",13387.410,1.339
13418,"1",13724.110,1.372
13421,"1",366504.212,36.650
13431,"1",194072.015,19.407
13433,"1",25090.645,2.509
13461,"1",17344.595,1.734
13463,"1",22985.784,2.299
13503,"1",142292.349,14.229
13505,"1",704463.759,70.446
13508,"1",12629.591,1.263
13509,"1",24753.988,2.475
13518,"1",70556.821,7.056
13519,"1",196598.477,19.660
13547,"1",33594.744,3.359
13584,"1",66431.450,6.643
13585,"1",89333.277,8.933
13586,"1",50939.444,5.094
13588,"1",10799301.170,1079.930
13633,"1",55065.135,5.507
13660,"1",46813.991,4.681
13664,"1",33679.054,3.368
13665,"1",18691.951,1.869
13669,"1",22312.362,2.231
13670,"1",10272.147,1.027
13671,"1",200726.215,20.073
13683,"1",29553.426,2.955
13688,"1",19281.318,1.928
13699,"1",623385.429,62.339
13707,"1",31153.197,3.115
13716,"1",14903.029,1.490
13717,"1",567067.769,56.707
13720,"1",11029.952,1.103
13723,"1",12966.503,1.297
13725,"1",130757.999,13.076
13790,"1",10608.979,1.061
13791,"1",12966.524,1.297
13795,"1",11619.370,1.162
13808,"1",15576.682,1.558
13809,"1",28627.336,2.863
13830,"1",90175.873,9.018
13831,"1",41846.462,4.185
13832,"1",18944.662,1.894
13833,"1",16587.102,1.659
13835,"1",177488.662,17.749
13877,"1",17344.886,1.734
13881,"1",14650.559,1.465
13919,"1",21218.057,2.122
13920,"1",75441.865,7.544
13922,"1",155261.978,15.526
13951,"1",204433.613,20.443
13952,"1",14398.017,1.440
13953,"1",30732.558,3.073
13954,"1",10440.638,1.044
13956,"1",219168.449,21.917
13957,"1",12714.032,1.271
14003,"1",61549.286,6.155
14004,"1",49508.978,4.951
14007,"1",92365.880,9.237
14019,"1",253266.660,25.327
14021,"1",29722.236,2.972
14022,"1",121751.101,12.175
14091,"1",65591.042,6.559
14095,"1",71653.475,7.165
14100,"1",10693.345,1.069
14120,"1",19702.657,1.970
14126,"1",23154.782,2.315
14135,"1",11030.163,1.103
14138,"1",157957.286,15.796
14143,"1",50940.651,5.094
14181,"1",133203.485,13.320
14182,"1",12461.573,1.246
14187,"1",18018.762,1.802
14188,"1",18776.557,1.878
14196,"1",53045.610,5.305
14213,"1",126046.507,12.605
14214,"1",31574.974,3.157
14218,"1",817734.726,81.773
14231,"1",78979.419,7.898
14251,"1",16587.393,1.659
14267,"1",58771.415,5.877
14276,"1",13472.037,1.347
14291,"1",22649.787,2.265
14340,"1",12630.085,1.263
14393,"1",42521.275,4.252
14409,"1",65591.694,6.559
14415,"1",17682.124,1.768
14439,"1",11872.316,1.187
14450,"1",94473.045,9.447
14468,"1",39153.262,3.915
14485,"1",82179.491,8.218
14489,"1",11956.565,1.196
14518,"1",49004.993,4.900
14519,"1",31827.959,3.183
14561,"1",353052.967,35.305
14563,"1",286871.664,28.687
14564,"1",84116.922,8.412
14592,"1",31154.527,3.115
14593,"1",16419.266,1.642
14618,"1",17598.125,1.760
14619,"1",13640.668,1.364
14641,"1",47742.169,4.774
14669,"1",18440.128,1.844
14714,"1",17766.590,1.777
14716,"1",22650.332,2.265
14755,"1",25429.026,2.543
14756,"1",26271.041,2.627
14761,"1",416707.283,41.671
14762,"1",138511.873,13.851
14765,"1",20797.945,2.080
14805,"1",13135.566,1.314
14808,"1",49342.449,4.934
14814,"1",18187.677,1.819
14843,"1",18103.499,1.810
14882,"1",570209.904,57.021
14915,"1",168993.349,16.899
14949,"1",99274.579,9.927
14950,"1",46479.768,4.648
14966,"1",13640.876,1.364
15006,"1",54058.204,5.406
15007,"1",19198.288,1.920
15017,"1",117462.847,11.746
15027,"1",164784.591,16.478
15034,"1",95654.085,9.565
15045,"1",602041.272,60.204
15066,"1",31155.232,3.116
15067,"1",10525.418,1.053
15072,"1",10778.044,1.078
15076,"1",5217573.031,521.757
15101,"1",255386.533,25.539
15124,"1",22447153.080,2244.715
15143,"1",25345.118,2.535
15144,"1",25345.236,2.535
15145,"1",19282.645,1.928
15171,"1",11367.497,1.137
15175,"1",12462.156,1.246
15192,"1",14567.221,1.457
15206,"1",10188.674,1.019
15209,"1",25513.738,2.551
15210,"1",26608.378,2.661
15232,"1",12293.761,1.229
15236,"1",16924.981,1.692
15250,"1",7138755.155,713.876
15258,"1",23577.108,2.358
15292,"1",37891.771,3.789
15297,"1",16167.173,1.617
15312,"1",1262017.690,126.202
15332,"1",14819.950,1.482
15353,"1",158387.710,15.839
15356,"1",12883.263,1.288
15357,"1",35365.765,3.537
15358,"1",264819.348,26.482
15365,"1",90771.993,9.077
15367,"1",12714.852,1.271
15370,"1",37049.857,3.705
15400,"1",49259.434,4.926
15401,"1",21893.128,2.189
15405,"1",23914.080,2.391
15409,"1",215393.099,21.539
15469,"1",34271.163,3.427
15470,"1",181711.452,18.171
15473,"1",31408.251,3.141
15503,"1",2017503.160,201.750
15519,"1",143147.669,14.315
15520,"1",30229.390,3.023
15524,"1",11957.068,1.196
15525,"1",18946.043,1.895
15526,"1",44796.678,4.480
15531,"1",561550.583,56.155
15567,"1",21640.656,2.164
15571,"1",76120.913,7.612
15572,"1",19451.339,1.945
15576,"1",11451.896,1.145
15577,"1",38818.484,3.882
15608,"1",100035.122,10.004
15633,"1",14062.243,1.406
15634,"1",34945.114,3.495
15635,"1",16672.644,1.667
15636,"1",11536.104,1.154
15637,"1",25093.111,2.509
15660,"1",53301.813,5.330
15665,"1",21809.150,2.181
15688,"1",11536.126,1.154
15702,"1",22651.229,2.265
15704,"1",22988.070,2.299
15733,"1",11620.353,1.162
15734,"1",60796.182,6.080
15735,"1",21303.984,2.130
15747,"1",10609.898,1.061
15795,"1",17346.373,1.735
15796,"1",24082.761,2.408
15797,"1",11030.957,1.103
15798,"1",34439.913,3.444
15800,"1",20377.700,2.038
15890,"1",242004.322,24.200
15928,"1",16925.410,1.693
15932,"1",75280.013,7.528
15933,"1",24251.369,2.425
15934,"1",11957.284,1.196
15938,"1",14483.406,1.448
15941,"1",12294.124,1.229
15950,"1",14399.262,1.440
15974,"1",107025.440,10.703
15977,"1",202766.674,20.277
15979,"1",19704.308,1.970
15997,"1",18272.801,1.827
16010,"1",42945.185,4.295
16011,"1",26188.197,2.619
16012,"1",30398.468,3.040
16015,"1",17262.337,1.726
16059,"1",16083.480,1.608
16060,"1",33345.840,3.335
16061,"1",15915.074,1.592
16080,"1",47492.501,4.749
16113,"1",42524.404,4.252
16114,"1",26777.763,2.678
16119,"1",50271.444,5.027
16151,"1",352821.673,35.282
16158,"1",12378.424,1.238
16165,"1",28293.524,2.829
16166,"1",27367.249,2.737
16201,"1",306678.263,30.668
16214,"1",100542.871,10.054
16220,"1",36629.999,3.663
16222,"1",25346.286,2.535
16223,"1",15999.367,1.600
16225,"1",22314.921,2.231
16266,"1",10189.093,1.019
16267,"1",28293.604,2.829
16268,"1",33093.437,3.309
16282,"1",12210.057,1.221
16307,"1",366970.145,36.697
16308,"1",760966.312,76.097
16309,"1",11957.458,1.196
16311,"1",64502.626,6.450
16313,"1",141971.991,14.197
16315,"1",13725.833,1.373
16333,"1",54566.408,5.457
16365,"1",106354.004,10.635
16411,"1",42524.774,4.252
16424,"1",93975.596,9.398
16425,"1",269712.624,26.971
16456,"1",12041.734,1.204
16457,"1",41261.844,4.126
16459,"1",13810.117,1.381
16460,"1",191235.544,19.124
16462,"1",90944.018,9.094
16464,"1",11704.932,1.170
16465,"1",11452.293,1.145
16467,"1",40251.378,4.025
16487,"1",25767.668,2.577
16502,"1",46988.081,4.699
16503,"1",17262.669,1.726
16524,"1",17683.702,1.768
16526,"1",27367.653,2.737
16529,"1",28378.190,2.838
16540,"1",152162.844,15.216
16553,"1",339524.202,33.952
16566,"1",20631.002,2.063
16575,"1",71997.831,7.200
16580,"1",39072.603,3.907
16582,"1",40083.114,4.008
16585,"1",22736.235,2.274
16586,"1",10020.796,1.002
16588,"1",15662.727,1.566
16589,"1",12715.469,1.272
16603,"1",210771.043,21.077
16630,"1",18273.247,1.827
16631,"1",47493.567,4.749
16633,"1",12883.888,1.288
16661,"1",61050.999,6.105
16663,"1",17515.399,1.752
16669,"1",32336.011,3.234
16670,"1",38230.505,3.823
16672,"1",11368.180,1.137
16673,"1",27704.624,2.770
16674,"1",19283.777,1.928
16678,"1",63577.408,6.358
16685,"1",138269.165,13.827
16704,"1",11536.606,1.154
16707,"1",14736.533,1.474
16715,"1",82317285.050,8231.729
16720,"1",63072.322,6.307
16721,"1",11452.400,1.145
16728,"1",20631.148,2.063
16735,"1",25515.283,2.552
16751,"1",89092.478,8.909
16758,"1",40083.135,4.008
16759,"1",16589.184,1.659
16760,"1",51956.801,5.196
16768,"1",30567.803,3.057
16786,"1",77640.391,7.764
16789,"1",24504.818,2.450
16790,"1",39494.020,3.949
16791,"1",15747.110,1.575
16792,"1",33767.885,3.377
16843,"1",297420.675,29.742
16849,"1",48757.161,4.876
16884,"1",153681.527,15.368
16885,"1",14484.019,1.448
16886,"1",104587.556,10.459
16887,"1",172291.706,17.229
16888,"1",44546.805,4.455
16889,"1",11199.879,1.120
16892,"1",50441.331,5.044
16894,"1",27283.853,2.728
16927,"1",55577.931,5.558
16928,"1",141976.778,14.198
16930,"1",264920.280,26.492
16934,"1",15073.568,1.507
16949,"1",19620.843,1.962
16983,"1",7915356.816,791.536
16987,"1",12715.713,1.272
16988,"1",14989.379,1.499
16989,"1",23747.133,2.375
17017,"1",19199.902,1.920
17066,"1",12547.317,1.255
17070,"1",22063.099,2.206
17071,"1",18863.108,1.886
17072,"1",324289.949,32.429
17083,"1",65262.655,6.526
17091,"1",10610.486,1.061
17125,"1",15663.125,1.566
17146,"1",47326.261,4.733
17155,"1",16000.019,1.600
17182,"1",270145.016,27.015
17208,"1",225598.316,22.560
17210,"1",56336.890,5.634
17211,"1",56336.861,5.634
17212,"1",69810.397,6.981
17214,"1",19115.832,1.912
17274,"1",20884.274,2.088
17283,"1",12715.852,1.272
17286,"1",12294.795,1.229
17299,"1",38147.540,3.815
17300,"1",23158.016,2.316
17303,"1",19452.785,1.945
17310,"1",38231.745,3.823
17315,"1",14147.476,1.415
17317,"1",23242.281,2.324
17326,"1",24589.583,2.459
17338,"1",39916.067,3.992
17339,"1",86821.656,8.682
17340,"1",14989.593,1.499
17342,"1",12715.871,1.272
17344,"1",16252.742,1.625
17359,"1",17937.001,1.794
17366,"1",16842.262,1.684
17371,"1",24758.113,2.476
17388,"1",22063.344,2.206
17389,"1",346104.770,34.610
17390,"1",10273.794,1.027
17391,"1",10779.051,1.078
17401,"1",15747.537,1.575
17414,"1",28379.304,2.838
17415,"1",36800.459,3.680
17422,"1",43032.048,4.303
17425,"1",17263.381,1.726
17453,"1",13979.121,1.398
17454,"1",49684.881,4.968
17457,"1",21305.600,2.131
